aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
2.236196242006964,6.77209292865173,0.10330903415431422,1.8716230560360334,0.003893115114726932,4.099111906808262,0.7471611006271517,0.7521900824276276,0.29148956462613873,0.05370519507626026,0.1223448643052844,0.1137685738269856,8.421655516120982,1.8134113370075033,0.0023243223202701556,2.301485529359997,4.2211038725476175,0.05086355005125986,0.17999442421489661,0.04275130116734648,1.0
1.0058474487665126,8.013490824357326,0.12373451042610381,2.370887048435069,0.001513798859987191,3.4782269168638678,0.16806757125222904,0.31984793693629565,0.9412553073232812,0.2764703020006211,0.2953274362001602,0.0211998861925098,15.938440478733146,1.5696727401147814,0.006990825589855957,16.830946959959704,3.696235873956976,0.07950963348125344,0.3126509451861855,0.07276650876836889,1.0
3.968136240132737,25.79037437877137,0.12157615517899162,0.6562676540127581,0.04096417465285855,1.7981555741245732,0.25607216753266926,1.0861304468793034,1.00731520015164,0.16642449838203668,0.3756299717557835,0.024081559262441765,2.161261901986286,1.4992772066179687,0.0018461886495327647,14.299062646442788,3.131381700437708,0.11398054563859716,0.025286049143452033,0.07009974794747531,1.0
1.55051976145517,12.025354662721924,0.05120106593652585,0.5992045975167326,0.0017594922429075809,5.32875975795406,0.5444169478399986,0.8175426435991102,1.1758523799294525,0.12169407911155783,0.2747068532103506,0.14255750663444025,7.887282449398358,1.6664106943028822,0.002986886685949738,13.54096581384402,3.1089012176881745,0.03925642357080636,0.31707767735560743,0.025000170085228965,1.0
0.4998601831277867,7.156424806183581,0.4826014546982248,1.0250858008707513,0.039479765022183005,1.7321958711696686,0.4167024302150529,1.6947273624521402,0.47695184257629525,0.27579549377659834,0.08594889738444153,0.07656477270220258,12.803303726581113,1.8152956496904034,0.004716060774240445,8.580828641630918,4.44701661233538,0.07504520205679371,0.28211902025326463,0.031553271656639695,1.0
0.2537889861186966,12.725543801772423,0.1219018680973407,2.2107957156229063,0.04102397612623747,5.215491598373565,0.6076093952260468,1.4384059474345183,0.9339778793814066,0.20587121417469978,0.4260363658381258,0.10117339002847225,1.7659250642583606,1.6830855111236982,0.0003075577303305122,2.232769574544797,5.561115825891493,0.02208991000377467,0.12466154193206297,0.0941031628758913,1.0
1.6508383989495101,7.679837593579187,0.1303930467993561,1.621454092200569,0.0077102233953277016,2.1559717548494124,0.8660460523412982,0.4481793705279135,1.153830921002633,0.33486241449801174,0.28050134404791865,0.0378392876863713,4.638849873258234,1.5721152302391541,0.0023999100889353017,30.04673426366321,0.6191215145784281,0.06588861847409083,0.05119858441563899,0.07340251023719171,1.0
1.685945904391313,7.7436452753361324,0.06578998584903877,2.086878013133419,0.0166702522595121,0.09378842802717502,0.076406907403888,1.4216383353701239,1.0231023438270244,0.03431604366224539,0.4192674932316528,0.035709607181669344,11.598471027241153,1.0462675694037096,0.005651759578131178,31.459473169865312,6.305456729378398,0.04350916698173628,0.2995015423720295,0.03143710656623623,1.0
0.47707876347957745,14.659356043249288,0.26373039431911793,1.8969002318880115,0.04626913935415522,0.8841617370850865,0.2020419659088687,0.6112793579661405,0.37193660665977984,0.5789459509054931,0.11047821504367478,0.009837735883864052,9.104302738145709,1.5400537586932346,0.002164115872534698,47.29842588468182,5.367641316274762,0.05842432420546414,0.10066573698481447,0.040958987064344,1.0
1.5169949184590066,1.4720710695066348,0.09645833114095964,2.1589382219944944,0.013403272551188943,4.750150860507357,0.4169528521599098,0.012645304069810903,1.0412998695858124,0.3696257882464301,0.030644247643190486,0.11378817649895163,8.007326948654399,1.2868236453658262,0.007080432677396515,30.672210114118457,2.6862509055474,0.07380214971633728,0.153482469072947,0.008947817852571257,1.0
1.4288858178532489,9.742237150722792,0.17629858970455192,1.0150360863356007,0.024475356554374116,0.08723941774420618,0.415471292808438,2.473669590241915,1.5590698826681937,0.2249120472176103,0.4440352506156014,0.12617080683660753,6.934406035293985,1.4386471412383814,0.0035109984463746924,8.661164796791693,0.32051003716185145,0.0342317387908435,0.009925667488061396,0.017271986837797945,1.0
2.0320108346259804,17.396034506256786,0.054746954611764785,1.5350655763761671,0.032476555739355456,2.8930864230411153,0.0435760157812784,0.012756173907743973,0.6677577414312748,0.31412024608474454,0.6093782795911137,0.007378621392111956,4.366879737912822,1.7713639318921384,0.009908784499923717,28.430303913935017,5.2742442766137625,0.02377573897174587,0.03396375621503425,0.07216024746251293,1.0
3.166877344261698,23.40500992572416,0.3734698041710508,0.9657273133625967,0.037180875834310304,4.138218825346857,0.4261354259651311,0.6854770015913318,0.5108469081547031,0.3466900727710126,0.34086769558428776,0.12130697792039048,3.0176747372267645,1.8226237178109006,0.006662221889575378,30.978658539176568,5.245573366118141,0.025601281769378488,0.08104827380231833,0.05936630071445184,1.0
1.8932390746657464,0.8731835895074962,0.14763181292368652,2.508469620994639,0.03833118899931795,1.7003933420871136,0.6342343047417224,0.9582419014452301,0.7211593340762774,0.26235188624194306,0.11060042615275995,0.08598798607971864,15.589526502866022,0.9206462352895582,0.0025188060758576606,20.343479919822258,1.3752813946677365,0.01851618993965759,0.16360493452458888,0.07689878858441677,1.0
4.203884282144723,4.734741909891733,0.22315788265384284,0.1681997270571649,0.030336037646285556,5.975553832074074,0.7687393250737862,0.8826380490078537,0.9676490530490943,0.4299817029748926,0.04395144249704605,0.07959960396614324,9.662626246901555,2.153020225442729,0.008570465749085307,24.62364265506821,0.45140448410633116,0.05166168000917619,0.4410802024466267,0.010708925226249617,1.0
0.25077344228380305,9.689043687208894,0.05028077673672708,1.081606117233453,0.04637339739659299,2.9332883903501092,0.23802659830796816,0.005601911425202388,1.1616190666428041,0.18340500217752242,0.5157917784896844,0.09590165860953177,3.342605961456906,1.2912487440900295,0.006990841150251617,6.469566794860377,0.938655571441656,0.10041665251412732,0.32061468761540646,0.06565818056617473,1.0
6.148072824379758,14.031482669345078,0.3450901485830204,1.9123243163787553,0.044346665460120005,3.729550015042203,0.7355955131265022,0.6191614156674261,1.2794333810645155,0.31337350919367446,0.36347639388513087,0.039513699501906,10.989197907687316,1.2620983953579255,0.0008564503875558276,18.596418591711252,2.0891500508862006,0.016433680718048592,0.08820960145705761,0.06358496520519535,1.0
0.7855027920951791,26.755442313728707,0.28014984137169174,2.648882251397131,0.05957965071396487,6.203855157060664,0.9585264021620535,0.7135998962795315,1.566162670286404,0.42858996889959733,0.2546509079524413,0.17204005560471133,7.020315996640237,1.3226113225572402,0.002978626268030318,7.778703915818927,2.3122207864680613,0.053865919059060664,0.4880931716550698,0.028807926001956544,1.0
2.3843990949186105,10.173776728790012,0.07927270184370216,1.4300861337676287,0.07363969616558193,0.7355833003504424,0.582617442849643,0.3954296854166834,0.2880402133459219,0.0484519546115138,0.1075583898698535,0.10725799533598186,7.181488369844793,1.7062039084656462,0.0052741670941528745,21.455898802117478,6.41700575329955,0.004348025906679737,0.02687998478135556,0.05078969442522964,1.0
1.2503977556462456,9.533780812791438,0.18030264833013226,1.0297913256975653,0.032133589389764315,4.659926089751286,0.05113285692570896,0.3797147237473603,0.934364346842978,0.45518840667154337,0.29287880624232276,0.09664244369358566,5.968191788122216,1.6917687908298655,0.0048446118676015735,6.51553552414962,8.436406949340501,0.04941221140380558,0.15136350960417783,0.04641117428144929,1.0
2.0886933050408034,13.771801127141188,0.06516124317406893,2.1169803543355297,0.0011386373257869717,4.758179857925598,0.4806067761767149,1.0995838504362496,0.983979986107889,0.42339222219054196,0.05576887448903717,0.18413279356259704,13.193150961913286,1.8168146022309268,0.0002468859534594716,14.28147222791775,5.276146338725265,0.03613812711421957,0.1943945563352277,0.04127507025629713,1.0
3.3159909137945656,7.183722166982591,0.023173265549016685,0.6801012515485394,0.028237839250502366,2.1922594436349216,0.16903979342683798,0.7365574836880333,1.0648617084416134,0.729020165832389,0.9985852871590184,0.05246236873880746,10.419656189075246,1.550027885419969,0.0034539697043731,36.76670270796907,4.970436625016617,0.09254498846196349,0.15529552396794039,0.047329352962863835,1.0
2.3881746066610035,5.317552304328862,0.082953160122346,2.1185677395616365,0.03956289402282084,5.608152765210466,0.8391702152855638,0.1718714408965374,0.8492662385018457,0.2827541711877209,0.7759562717800409,0.08215774783836767,14.398261347190449,1.2927614943607402,0.0004962876943074308,3.5222318566778448,2.9687137479490446,0.04509374970546777,0.17154993934564955,0.049877303739227025,1.0
0.9984397592833836,30.57505209760984,0.1635265371768999,1.6018344356891518,0.03221688654166905,1.3099042298505825,0.7957887177391136,1.4172275253886149,1.1915498415788102,0.3782019231476286,0.18168044627897229,0.11134415845776512,4.452531342334199,0.3804197454066809,0.004955677127117762,30.75228091198995,0.6757327546416896,0.03792885583822869,0.30229568314118965,0.05236973943863006,1.0
1.0785443827153465,12.527773879093099,0.015483686996080777,2.656699735187354,0.06931427625299479,1.795228863151449,0.3341278685942541,1.1511519508006374,0.9709020756895843,0.12422189747595414,0.18710430401244416,0.09781071892776717,4.893158904791706,1.731495414692906,0.005898031264720278,30.728338797246522,3.1595796400746754,0.03278112182772891,0.044840236706295306,0.04850078732575644,1.0
2.3638655899576406,14.394453932248107,0.5099001394586481,2.810468695979907,0.0008479459511791694,6.180998190779568,0.8846934191804032,0.7273273572513625,0.9717380121020148,0.43046703265355896,0.08163354566723907,0.05783694772071997,7.836390184909756,0.4113452320870975,0.009503316774669514,16.364994253024925,3.7643171788282572,0.03721732154894515,0.02597476896358583,0.06643935990556005,1.0
3.228125990612611,14.222386046704028,0.15950477952091074,1.7786159489813405,0.01233361327382964,0.010484765457852596,0.12335331180728032,0.9830179017850027,1.9002812616302815,0.11538990366288715,0.3671917500496642,0.10206421207285739,10.279449575142374,0.9703520212548109,0.006137991104323328,23.99040939645337,5.419148637170575,0.07444087056338057,0.17340338381759274,0.00042798010431836786,1.0
2.7201625410437873,21.102520333117305,0.3005999161512777,2.1326768503881883,0.02920123675787474,4.357199103845608,0.3365504489462453,0.08325232829364504,0.9459883810458619,0.11814163653456425,0.05188953626954401,0.06639097391039936,14.157771988417808,1.5503612717456368,0.0030578284809747204,4.258032233278264,3.4423574994365445,0.052913722812575496,0.040964863930313594,0.027753728163628213,1.0
1.3236441076585321,28.215060614222104,0.01669098601884659,2.0164385832026133,0.05006335192524902,3.5848674317589526,0.14472128503599643,0.24637325593270187,1.2847497143797502,0.42173006909715954,1.0647338163195972,0.08941500777833593,4.399382912776289,1.8712714035397824,0.00272201017795282,24.97836577894219,4.191913630145618,0.07446225909904144,0.23479462158431053,0.041899708701690505,1.0
2.6893649099511365,12.1607133014084,0.059664318289654586,0.13435503878250143,0.03673916408753604,7.426545063132751,0.6179775070981265,1.2400467366778183,1.1255922469661956,0.13045194113629618,0.44413577823291595,0.10520305490347936,17.58830744173131,1.1508631303344143,0.008031433210185903,57.725405098560394,2.7053238047735606,0.02937478230414798,0.05131632112068907,0.04129102919191381,1.0
4.004407166571024,11.712552781666655,0.12349305237179792,1.7873660256647117,0.03318271748192743,5.877420882648371,0.13910364607855064,1.3151575969770146,0.26242696625825757,0.12918755215495803,0.46610003758569585,0.013946116023727265,18.230678696199803,0.5371789647256193,0.0035535016855658868,24.374883302459484,2.985839264174827,0.024758097215132766,0.05717844984303386,0.009523984416858589,1.0
1.6510636467225557,12.080229872674225,0.24848016566091846,0.40413324495058056,0.019284972530464083,0.015118951774800937,0.0630180106983832,1.1286694352237534,0.4376607471193583,0.16577432073426623,0.7055310836487605,0.021353502266643357,7.87720749433652,1.451054558552462,2.405443547499539e-07,9.60425811730074,3.492723718960511,0.03331905523303883,0.20724224126912066,0.027786919966978393,1.0
2.0651031987724786,14.959524269206462,0.2138257170319991,1.557585228158656,0.015504420423992433,0.9876180008769935,0.5944984156364482,0.2902690433099002,0.06926038367131027,0.8687665372735551,0.15162174505262693,0.17215992468857483,10.555598235743355,1.4118642443241147,0.0017898127193651807,11.905395472962098,0.37528232882386936,0.054600203806454514,0.3094233771920961,0.011518936467764501,1.0
0.9805566321677874,33.332055419905636,0.10376863658559361,1.405705623247521,0.04654397344466475,6.166147988163974,0.9561294126560854,0.3558909168482547,0.27960263627364024,0.19947572535445263,0.26420426750331216,0.1046073204293065,10.63322503485056,1.2055063200262346,0.0024834519725958687,38.26510502025525,2.348992266094733,0.05523531889018054,0.2781384862684293,0.08849691140410051,1.0
0.8279009072347621,8.728532403440102,0.30705284018533574,1.2767989462253262,0.0046722748178764095,6.900650148296435,0.1711696478763344,2.187910595596031,0.9644631196023061,0.05648449284606161,0.042120236435137515,0.07839697726442607,6.225538883835346,1.2769189442237863,0.00862293405427983,49.308342106395074,0.7460802176435846,0.04014073769432852,0.12352761188565028,0.06497110543831552,1.0
0.8873420627487281,7.1461574937676255,0.017442893470213758,2.717872696343618,0.0518649049645422,2.364263401678034,0.20408983516623444,0.05297942306765069,0.5016551900062174,0.02866652825197985,0.16241534697041088,0.0919303827523565,8.922970513373055,1.4254668677358777,0.005841805467438792,27.666077978581555,2.2588169728659144,0.028762846912010868,0.24614314219715075,0.03828586148346814,1.0
1.122723433588225,9.274890520838856,0.30974756692593464,1.3370611661638936,0.029896961046590783,4.618863196077186,0.390726308103393,0.936885363887505,0.032870602057133436,0.5110577836928167,0.46293930416483764,0.08245712793287413,5.159747144521775,1.0623274852517184,0.007326080513239316,25.327472151221492,0.545631009532245,0.02663757477445813,0.22310123386462355,0.02633315591822337,1.0
2.051563317622847,7.436702621141426,0.12371097037003359,2.4313808238655468,0.00540273013114647,7.184583686646844,0.48302133244215517,1.1964920153393503,1.087566949001888,0.3931250109210379,0.582561743448911,0.059159300923373126,12.218533887983039,1.9954847127853435,0.0036801716599630645,26.42879011388992,1.095664920421123,0.10952107047889414,0.04948498719627273,0.04824408739460554,1.0
2.9722795969143503,12.450864328953852,0.009111002811532917,1.497855010885191,0.00880999278487645,1.142683685269108,0.3227579797242001,1.0590444590319321,0.5607155444300971,0.4070214649121732,0.17173969657808935,0.04494613139345558,1.1360924432377004,1.1157542376566083,0.0029093007080075576,44.69046006218912,5.09922015628158,0.0707863742019912,0.3432226692437176,0.06098562445366339,1.0
